,satisfaction,gender,customer_type,age,travel_type,class,distance,seat_comfort,dep_val_time_convenient,food_drink,gate,wifi_service,entertainment,online_support,online_booking_service,onboard_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_minutes,arrival_delay_minutes
73776,satisfied,Female,Loyal Customer,22,Business travel,Business,2694,2,2,2,2,2,2,2,2,3,2,5,5,4,2,0,6.0
73777,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Business,2655,2,5,5,5,5,4,4,2,2,2,2,1,2,1,0,0.0
73778,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,2796,2,5,5,5,2,2,2,2,2,4,4,1,4,2,0,0.0
73779,satisfied,Female,Loyal Customer,25,Business travel,Business,3042,1,1,1,1,2,2,2,2,3,5,4,5,5,2,0,0.0
73780,satisfied,Male,Loyal Customer,43,Business travel,Business,603,1,1,5,1,3,5,5,2,2,2,2,5,2,4,1,0.0
73781,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Business,610,2,5,5,5,5,4,3,2,2,2,2,3,2,2,1,0.0
73782,neutral or dissatisfied,Female,Loyal Customer,39,Business travel,Business,3453,2,3,3,3,3,4,3,2,2,2,2,4,2,1,6,0.0
73783,satisfied,Female,Loyal Customer,38,Business travel,Business,606,2,2,2,2,4,4,4,2,2,2,2,5,2,4,0,5.0
73784,neutral or dissatisfied,Female,Loyal Customer,16,Business travel,Business,2049,2,2,2,2,2,2,2,2,3,2,3,1,3,2,34,38.0
73785,satisfied,Female,Loyal Customer,63,Business travel,Business,621,4,4,4,4,2,4,4,2,2,2,2,3,2,5,0,0.0
73786,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Eco,629,2,5,5,5,2,4,4,2,2,2,2,1,2,2,0,0.0
73787,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Eco,2533,2,5,5,5,2,2,2,2,1,4,3,3,3,2,0,0.0
73788,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Eco,2733,2,5,2,5,2,2,2,2,3,5,3,4,4,2,0,7.0
73789,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Eco,758,2,1,1,1,4,3,3,2,2,2,2,3,2,4,0,0.0
73790,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Eco,2507,2,3,3,3,2,2,2,4,1,4,3,2,3,2,307,293.0
73791,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,2283,2,5,5,5,1,2,3,2,2,2,2,1,2,2,4,4.0
73792,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,2972,2,5,5,5,2,2,2,2,4,5,3,1,4,2,20,9.0
73793,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco Plus,1484,2,3,3,3,5,3,2,2,2,2,2,1,2,2,0,0.0
73794,satisfied,Female,Loyal Customer,43,Business travel,Eco Plus,1229,2,4,4,4,4,5,1,2,2,2,2,5,2,3,0,12.0
73795,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco Plus,2304,2,3,3,3,2,2,2,2,1,5,3,3,3,2,0,0.0
73796,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,1127,2,4,5,4,2,3,3,2,2,2,2,3,2,2,0,0.0
73797,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,1095,2,2,2,2,5,3,4,2,2,2,2,3,2,1,0,3.0
73798,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco Plus,2050,2,5,5,5,2,2,2,2,4,3,4,2,3,2,0,0.0
73799,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,1024,2,1,1,1,2,3,3,2,2,2,2,1,2,1,0,0.0
73800,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco Plus,968,2,3,3,3,4,4,4,2,2,2,2,1,2,2,0,0.0
73801,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1859,2,3,4,3,2,2,2,2,1,2,4,1,3,2,1,12.0
73802,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,721,2,5,5,5,5,3,4,2,2,2,2,1,2,3,0,2.0
73803,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1616,2,2,3,2,2,2,2,2,3,4,2,1,3,2,0,10.0
73804,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,614,2,4,2,4,1,4,3,2,2,2,2,1,2,3,0,0.0
73805,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco Plus,1273,2,4,4,4,2,2,2,2,4,3,3,2,4,2,4,0.0
73806,satisfied,Male,Loyal Customer,43,Business travel,Eco,2300,2,4,4,4,2,2,2,2,2,4,4,5,1,2,0,0.0
73807,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,2153,2,3,3,3,2,2,2,2,4,5,3,1,3,2,14,8.0
73808,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,476,2,1,1,1,3,3,2,2,2,2,2,3,2,2,18,6.0
73809,satisfied,Female,Loyal Customer,43,Business travel,Eco,478,2,3,3,3,5,5,3,2,2,2,2,1,2,3,106,110.0
73810,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1212,2,4,4,4,2,2,2,2,4,1,2,2,3,2,0,13.0
73811,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco Plus,461,2,2,2,2,3,4,3,2,2,2,2,3,2,2,0,0.0
73812,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1410,2,4,4,4,2,2,2,2,4,5,2,3,3,2,10,5.0
73813,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco Plus,2194,2,2,2,2,2,2,2,3,1,4,4,2,4,2,187,185.0
73814,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1835,2,3,3,3,2,2,2,2,2,5,3,4,3,2,86,70.0
73815,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1729,2,4,4,4,2,2,2,2,3,4,3,4,3,2,0,0.0
73816,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,286,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0.0
73817,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,1878,2,4,3,4,2,2,2,2,4,2,3,4,2,2,51,61.0
73818,neutral or dissatisfied,Male,Loyal Customer,49,Business travel,Business,2346,2,3,5,5,4,4,4,2,2,2,2,2,2,3,0,0.0
73819,neutral or dissatisfied,Female,Loyal Customer,46,Business travel,Business,611,2,4,4,4,1,4,3,2,2,2,2,1,2,1,0,0.0
73820,satisfied,Male,Loyal Customer,39,Business travel,Business,600,5,5,5,5,3,4,4,2,2,2,2,4,2,3,59,61.0
73821,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,2604,2,3,3,3,3,3,3,2,2,2,2,4,2,3,0,5.0
73822,neutral or dissatisfied,Male,Loyal Customer,19,Business travel,Business,2091,2,5,5,5,2,2,2,2,3,5,3,4,4,2,0,0.0
73823,satisfied,Female,Loyal Customer,12,Business travel,Business,4460,3,3,4,3,2,2,2,2,3,4,5,1,5,2,0,0.0
73824,neutral or dissatisfied,Female,Loyal Customer,51,Business travel,Business,1679,2,5,5,5,4,2,2,2,2,2,2,1,2,1,0,0.0
73825,neutral or dissatisfied,Male,Loyal Customer,24,Business travel,Business,1361,2,2,2,2,2,2,2,2,1,2,4,3,4,2,14,6.0
73826,satisfied,Male,Loyal Customer,57,Business travel,Business,1937,3,3,2,3,3,4,5,2,2,2,2,4,2,3,1,2.0
73827,satisfied,Female,Loyal Customer,43,Business travel,Business,608,4,4,4,4,4,4,5,2,2,2,2,3,2,3,6,11.0
73828,satisfied,Male,Loyal Customer,40,Business travel,Business,2707,5,5,5,5,2,2,1,2,2,2,2,3,2,2,67,64.0
73829,neutral or dissatisfied,Female,Loyal Customer,31,Business travel,Business,4157,2,2,2,2,2,2,2,2,5,3,4,2,2,2,145,186.0
73830,neutral or dissatisfied,Female,Loyal Customer,30,Business travel,Business,2102,2,1,1,1,2,2,2,2,1,4,3,4,4,2,30,21.0
73831,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Business,4299,2,2,2,2,2,2,2,2,1,2,3,3,2,2,0,0.0
73832,neutral or dissatisfied,Male,Loyal Customer,9,Business travel,Business,4830,2,1,1,1,2,2,2,2,4,1,3,3,4,2,85,106.0
73833,satisfied,Male,Loyal Customer,41,Business travel,Business,2380,4,4,4,4,2,5,4,2,2,2,2,3,2,5,0,0.0
73834,neutral or dissatisfied,Male,Loyal Customer,60,Business travel,Business,2281,2,2,2,2,2,4,4,2,2,2,2,1,2,4,0,2.0
73835,satisfied,Male,Loyal Customer,56,Business travel,Business,634,5,5,5,5,4,5,4,2,2,2,2,3,2,4,21,16.0
73836,satisfied,Male,Loyal Customer,51,Business travel,Business,1556,4,4,4,4,3,4,4,2,2,2,2,4,2,5,0,0.0
73837,neutral or dissatisfied,Male,Loyal Customer,49,Business travel,Business,3373,2,4,4,4,3,4,3,2,2,2,2,4,2,4,41,47.0
73838,neutral or dissatisfied,Male,Loyal Customer,35,Business travel,Business,3066,2,2,2,2,2,4,3,2,2,2,2,4,2,3,0,2.0
73839,neutral or dissatisfied,Male,Loyal Customer,65,Business travel,Business,628,2,1,1,1,1,4,4,2,2,2,2,2,2,3,0,0.0
73840,satisfied,Male,Loyal Customer,60,Business travel,Business,3660,3,3,3,3,3,4,4,2,2,2,2,3,2,3,0,0.0
73841,neutral or dissatisfied,Male,Loyal Customer,35,Business travel,Business,2435,2,1,1,1,3,2,3,2,2,2,2,4,2,3,22,14.0
73842,satisfied,Female,Loyal Customer,33,Business travel,Business,627,1,1,1,1,4,4,4,2,2,2,2,4,2,4,2,0.0
73843,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Business,602,2,5,2,5,3,3,3,2,2,2,2,3,2,3,16,0.0
73844,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,2083,2,4,4,4,2,2,2,2,4,4,4,1,3,2,0,0.0
73845,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,3439,2,4,4,4,2,2,2,2,3,2,3,2,3,2,0,0.0
73846,satisfied,Female,Loyal Customer,31,Business travel,Business,4644,5,5,5,5,2,2,2,2,4,4,4,4,4,2,16,19.0
73847,neutral or dissatisfied,Female,Loyal Customer,23,Business travel,Business,1577,2,4,4,4,2,2,2,2,3,1,4,3,4,2,22,14.0
73848,neutral or dissatisfied,Male,Loyal Customer,67,Business travel,Business,3485,2,1,1,1,1,2,3,2,2,2,2,4,2,3,8,24.0
73849,neutral or dissatisfied,Male,Loyal Customer,57,Business travel,Business,600,2,1,1,1,1,3,4,2,2,2,2,3,2,3,0,3.0
73850,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,2202,2,1,1,1,5,4,3,2,2,2,2,4,2,4,0,0.0
73851,satisfied,Female,Loyal Customer,45,Business travel,Business,2476,3,3,4,3,1,5,2,2,2,2,2,4,2,1,0,2.0
73852,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Business,3510,2,5,5,5,3,4,4,2,2,2,2,4,2,4,25,14.0
73853,satisfied,Female,Loyal Customer,30,Business travel,Business,3568,2,2,2,2,2,2,2,2,5,5,4,5,3,2,0,0.0
73854,satisfied,Female,Loyal Customer,29,Business travel,Business,2088,4,2,4,4,2,2,2,2,3,1,1,3,2,2,0,0.0
73855,neutral or dissatisfied,Male,Loyal Customer,19,Business travel,Business,3681,2,5,5,5,2,2,2,2,4,2,4,3,3,2,0,0.0
73856,neutral or dissatisfied,Female,Loyal Customer,15,Business travel,Business,4045,2,1,1,1,2,2,2,2,4,4,4,4,4,2,17,10.0
73857,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Business,3165,2,5,5,5,2,3,3,2,2,2,2,4,2,1,0,0.0
73858,satisfied,Female,Loyal Customer,45,Business travel,Business,630,5,5,5,5,5,4,5,2,2,2,2,5,2,5,0,0.0
73859,satisfied,Female,Loyal Customer,30,Business travel,Business,3362,3,5,3,3,2,2,2,2,4,4,2,3,1,2,0,0.0
73860,neutral or dissatisfied,Male,Loyal Customer,29,Business travel,Business,2949,2,1,1,1,2,2,2,2,2,5,3,1,3,2,0,0.0
73861,neutral or dissatisfied,Male,Loyal Customer,29,Business travel,Business,3094,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0
73862,neutral or dissatisfied,Male,Loyal Customer,22,Business travel,Business,3103,2,4,4,4,2,2,2,2,2,2,4,1,3,2,10,13.0
73863,satisfied,Female,Loyal Customer,57,Business travel,Business,2745,4,4,4,4,1,2,5,2,2,2,2,4,2,1,0,0.0
73864,satisfied,Female,Loyal Customer,56,Business travel,Business,2962,4,4,4,4,2,4,5,2,2,2,2,3,2,4,0,0.0
73865,satisfied,Female,Loyal Customer,56,Business travel,Business,596,1,1,1,1,3,5,5,2,2,2,2,3,2,5,61,70.0
73866,satisfied,Female,Loyal Customer,45,Business travel,Business,1881,2,2,2,2,4,2,3,2,2,2,2,5,2,4,69,99.0
73867,satisfied,Female,Loyal Customer,42,Business travel,Business,1904,4,4,4,4,4,4,5,2,2,2,2,5,2,5,20,30.0
73868,satisfied,Male,Loyal Customer,26,Business travel,Business,3510,1,1,1,1,2,2,2,2,3,5,4,5,4,2,0,0.0
73869,satisfied,Male,Loyal Customer,39,Business travel,Business,613,3,3,3,3,4,3,2,2,2,2,2,5,2,1,3,0.0
73870,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,612,2,5,3,3,5,4,3,2,2,2,2,3,2,4,67,68.0
73871,satisfied,Female,Loyal Customer,34,Business travel,Business,602,4,2,4,4,5,5,5,2,2,2,2,3,2,3,0,0.0
73872,neutral or dissatisfied,Female,Loyal Customer,25,Business travel,Business,2687,2,5,5,5,2,2,2,2,1,3,4,1,4,2,70,80.0
73873,neutral or dissatisfied,Female,Loyal Customer,8,Business travel,Business,2086,2,1,2,1,2,2,2,2,1,1,4,3,3,2,3,0.0
73874,satisfied,Male,Loyal Customer,63,Business travel,Business,2405,4,2,4,4,1,2,3,2,2,2,2,1,2,4,0,18.0
73875,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Business,588,2,1,1,1,4,2,3,2,2,2,2,4,2,4,9,17.0
73876,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Business,1619,2,4,4,4,2,2,2,2,2,5,3,4,4,2,0,14.0
73877,satisfied,Female,Loyal Customer,59,Business travel,Business,609,4,4,4,4,4,4,4,2,2,2,2,5,2,5,10,8.0
73878,neutral or dissatisfied,Female,Loyal Customer,53,Business travel,Business,1680,2,5,1,5,1,3,3,2,2,2,2,4,2,4,13,8.0
73879,neutral or dissatisfied,Female,Loyal Customer,16,Business travel,Business,2285,2,5,3,3,2,2,2,2,4,5,3,4,4,2,0,0.0
73880,neutral or dissatisfied,Female,Loyal Customer,69,Business travel,Business,587,2,5,5,5,4,4,4,2,2,2,2,1,2,1,4,4.0
73881,neutral or dissatisfied,Female,Loyal Customer,63,Business travel,Business,1601,2,4,5,4,3,4,4,2,2,2,2,3,2,2,0,0.0
73882,neutral or dissatisfied,Female,Loyal Customer,51,Business travel,Business,2580,2,1,1,1,5,3,3,2,2,2,2,2,2,4,23,20.0
73883,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,600,2,5,5,5,3,3,3,2,2,2,2,2,2,1,0,0.0
73884,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Business,2670,2,3,3,3,4,4,4,2,2,2,2,3,2,1,48,30.0
73885,satisfied,Male,Loyal Customer,30,Business travel,Business,2022,1,1,1,1,2,2,2,2,3,3,5,4,4,2,96,101.0
73886,neutral or dissatisfied,Male,Loyal Customer,30,Business travel,Business,1611,2,3,3,3,2,2,2,2,4,1,3,2,4,2,0,0.0
73887,neutral or dissatisfied,Female,Loyal Customer,25,Business travel,Business,1369,2,5,5,5,2,2,2,2,4,5,3,4,3,2,74,87.0
73888,neutral or dissatisfied,Female,Loyal Customer,16,Business travel,Business,1816,2,2,2,2,2,2,2,2,3,1,3,1,4,2,20,16.0
73889,neutral or dissatisfied,Female,Loyal Customer,72,Business travel,Business,3580,2,3,3,3,2,2,2,2,2,2,2,1,2,2,27,10.0
73890,neutral or dissatisfied,Female,Loyal Customer,54,Business travel,Business,2802,2,4,4,4,2,4,4,2,2,2,2,2,2,3,9,14.0
73891,satisfied,Female,Loyal Customer,36,Business travel,Business,2599,2,2,2,2,5,5,4,2,2,2,2,5,2,3,0,0.0
73892,satisfied,Female,Loyal Customer,36,Business travel,Business,2499,1,1,1,1,2,5,1,2,2,2,2,4,2,5,0,0.0
73893,neutral or dissatisfied,Female,Loyal Customer,35,Business travel,Business,596,2,4,3,4,5,3,4,2,2,2,2,4,2,3,0,0.0
73894,neutral or dissatisfied,Female,Loyal Customer,32,Business travel,Business,1978,2,4,4,4,2,2,2,2,4,1,3,4,3,2,32,37.0
73895,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Business,3363,2,3,3,3,4,4,4,2,2,2,2,4,2,2,0,0.0
73896,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Business,4352,2,1,1,1,2,2,2,2,1,5,3,2,3,2,0,0.0
73897,neutral or dissatisfied,Female,Loyal Customer,30,Business travel,Business,1677,2,5,5,5,2,2,2,2,4,1,2,3,2,2,0,0.0
73898,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,1664,2,4,4,4,2,2,2,2,1,4,3,3,3,2,6,14.0
73899,neutral or dissatisfied,Female,Loyal Customer,25,Business travel,Business,3663,2,3,3,3,2,2,2,2,3,4,4,3,3,2,67,66.0
73900,satisfied,Female,Loyal Customer,44,Business travel,Business,575,1,1,1,1,3,5,5,2,2,2,2,4,2,3,0,0.0
73902,neutral or dissatisfied,Male,Loyal Customer,57,Business travel,Business,2750,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0.0
73903,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,606,2,3,1,3,5,3,3,2,2,2,2,1,2,1,0,2.0
73904,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,1078,2,3,3,3,4,4,4,2,2,2,2,4,2,2,2,15.0
73905,neutral or dissatisfied,Male,Loyal Customer,43,Business travel,Eco,2019,2,4,4,4,2,2,2,2,2,4,3,2,4,2,9,0.0
73906,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Eco,713,2,5,5,5,5,4,3,2,2,2,2,2,2,4,2,4.0
73907,satisfied,Female,Loyal Customer,42,Business travel,Eco,2725,2,3,4,3,3,5,3,2,2,2,2,1,2,3,7,0.0
73908,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,3633,2,4,2,4,2,2,2,2,3,3,1,2,3,2,0,0.0
73909,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,2364,2,2,2,2,5,4,4,2,2,2,2,2,2,1,29,12.0
73910,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,2361,2,2,5,2,5,4,4,2,2,2,2,2,2,2,8,0.0
73911,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,3333,2,3,3,3,2,2,2,2,4,4,1,2,3,2,71,79.0
73912,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2846,2,1,1,1,2,2,2,2,1,1,3,1,3,2,0,0.0
73913,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,1246,2,1,1,1,1,4,4,2,2,2,2,1,2,1,0,0.0
73914,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,2599,2,5,3,5,2,2,2,2,1,4,3,3,3,2,0,21.0
73915,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,1165,2,4,4,4,4,3,4,2,2,2,2,2,2,4,2,6.0
73916,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1877,2,1,5,1,2,2,2,2,2,5,4,2,3,2,45,50.0
73917,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,1030,2,3,3,3,1,3,3,2,2,2,2,3,2,3,26,12.0
73918,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,868,2,3,3,3,5,4,4,2,2,2,2,3,2,4,66,59.0
73919,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2433,2,2,2,2,2,2,2,2,3,1,3,4,4,2,29,65.0
73920,satisfied,Female,Loyal Customer,42,Business travel,Eco,810,2,2,2,2,5,3,5,2,2,2,2,5,2,4,18,9.0
73921,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2027,2,2,2,2,2,2,2,2,1,4,2,1,3,2,74,60.0
73922,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,765,2,3,3,3,3,3,2,2,2,2,2,2,2,4,26,12.0
73923,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,683,2,2,3,2,1,4,4,2,2,2,2,2,2,2,0,0.0
73924,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,687,2,4,4,4,4,3,4,2,2,2,2,2,2,1,0,0.0
73925,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco Plus,678,2,5,5,5,2,3,3,2,2,2,2,4,2,4,0,0.0
73926,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1472,2,5,3,5,2,2,2,2,3,3,4,4,4,2,40,34.0
73927,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,665,2,2,2,2,5,3,3,2,2,2,2,4,2,4,0,0.0
73928,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2307,2,3,3,3,2,2,2,2,3,1,3,4,3,2,0,0.0
73929,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,575,2,3,3,3,2,3,3,2,2,2,2,1,2,2,0,0.0
73930,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,553,2,2,2,2,1,2,3,2,2,2,2,4,2,2,0,0.0
73931,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1830,2,2,2,2,2,2,2,2,4,3,3,1,2,2,0,0.0
73932,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1596,2,4,4,4,2,2,2,2,4,3,4,1,3,2,124,122.0
73933,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1841,2,3,3,3,2,2,2,2,4,3,4,4,4,2,0,0.0
73934,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1906,2,5,2,2,2,2,2,2,2,3,4,2,4,2,7,14.0
73935,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,477,2,1,1,1,4,4,3,2,2,2,2,3,2,1,15,3.0
73936,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2137,2,2,2,2,2,2,2,2,3,3,4,2,3,2,174,165.0
73937,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,441,2,4,4,4,4,3,4,2,2,2,2,2,2,2,0,0.0
73938,satisfied,Female,Loyal Customer,42,Business travel,Eco Plus,458,2,5,5,5,3,4,4,2,2,2,2,1,2,4,87,73.0
73939,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1387,2,2,2,2,2,2,2,2,3,1,2,1,3,2,97,80.0
73940,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco Plus,378,2,4,5,4,3,3,3,2,2,2,2,3,2,3,0,0.0
73941,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,371,2,4,4,4,2,3,2,2,2,2,2,1,2,4,0,0.0
73942,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1777,2,1,1,1,2,2,2,2,4,1,4,1,4,2,28,19.0
73943,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,277,2,4,4,4,1,4,3,2,2,2,2,4,2,2,0,0.0
73944,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1325,2,5,5,5,2,2,2,2,3,5,3,1,4,2,0,0.0
73945,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,267,2,2,2,2,5,2,3,2,2,2,2,1,2,2,30,31.0
73946,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco Plus,255,2,1,1,1,3,3,3,2,2,2,2,1,2,2,0,0.0
73947,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco Plus,1131,2,5,4,5,2,2,2,2,3,4,3,2,4,2,0,0.0
73948,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Eco,1304,2,4,4,4,2,2,2,2,3,3,4,2,4,2,0,0.0
73949,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Eco,78,2,1,5,1,5,4,3,2,2,2,2,2,2,3,3,2.0
73950,neutral or dissatisfied,Male,Loyal Customer,23,Business travel,Business,4890,2,5,5,5,2,2,2,2,2,1,4,4,3,2,8,13.0
73951,satisfied,Male,Loyal Customer,42,Business travel,Business,608,2,2,2,2,1,2,3,2,2,2,2,3,2,2,0,0.0
73952,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Business,3844,2,2,2,2,4,3,3,2,2,2,2,1,2,1,108,93.0
73953,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Business,2864,2,3,3,3,3,3,4,2,2,2,2,3,2,4,0,0.0
73954,neutral or dissatisfied,Female,Loyal Customer,41,Business travel,Business,2730,2,2,2,2,3,4,4,2,2,2,2,1,2,2,0,0.0
73955,satisfied,Male,Loyal Customer,35,Business travel,Business,3267,4,4,4,4,5,5,5,2,2,2,2,4,2,5,10,6.0
73956,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,4571,2,1,1,1,2,2,2,2,3,5,4,1,4,2,0,0.0
73957,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Business,2454,2,1,1,1,3,4,3,2,2,2,2,2,2,4,18,7.0
73958,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Business,2401,2,3,3,3,5,3,3,2,2,2,2,1,2,3,7,0.0
73959,satisfied,Female,Loyal Customer,25,Business travel,Business,4126,1,1,1,1,2,2,2,2,5,4,5,4,5,2,10,7.0
73960,satisfied,Male,Loyal Customer,56,Business travel,Business,2721,3,3,3,3,5,5,4,2,2,2,2,5,2,3,0,3.0
73961,satisfied,Male,Loyal Customer,42,Business travel,Business,587,4,4,4,4,3,4,5,2,2,2,2,4,2,3,0,0.0
73962,neutral or dissatisfied,Male,Loyal Customer,16,Business travel,Business,4278,2,5,5,5,2,2,2,2,4,4,4,1,3,2,39,24.0
73963,neutral or dissatisfied,Male,Loyal Customer,30,Business travel,Business,3900,2,3,3,3,2,2,2,2,4,1,3,4,4,2,40,35.0
73964,neutral or dissatisfied,Male,Loyal Customer,28,Business travel,Business,1989,2,3,3,3,2,2,2,2,3,4,3,2,3,2,3,19.0
73965,satisfied,Female,Loyal Customer,21,Business travel,Business,3270,5,5,5,5,2,2,2,2,3,1,4,4,4,2,0,0.0
73966,satisfied,Female,Loyal Customer,53,Business travel,Business,3449,4,4,4,4,3,5,5,2,2,2,2,4,2,4,0,0.0
73967,neutral or dissatisfied,Female,Loyal Customer,52,Business travel,Business,558,2,1,1,1,3,3,4,2,2,2,2,2,2,1,15,23.0
73968,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,2842,2,2,2,2,5,3,4,2,2,2,2,3,2,4,0,7.0
73969,neutral or dissatisfied,Female,Loyal Customer,24,Business travel,Business,1538,2,4,4,4,2,2,2,2,2,3,4,2,3,2,0,0.0
73970,neutral or dissatisfied,Male,Loyal Customer,9,Business travel,Business,5131,2,2,2,2,2,2,2,2,3,1,3,4,4,2,0,0.0
73971,neutral or dissatisfied,Female,Loyal Customer,62,Business travel,Business,2711,2,2,2,2,3,3,3,2,2,2,2,4,2,1,57,52.0
